team_name,player_name,birth_country,citizenship,representing,data_complete
Ecuador,Jeremy Arévalo,Spain,Ecuador; Spain,Ecuador,TRUE
Ecuador,Joel Ordóñez,Ecuador,Ecuador,Ecuador,TRUE
Ecuador,John Yeboah,Germany,,Ecuador,FALSE
Ecuador,Jordy Alcívar,Ecuador,Ecuador,Ecuador,TRUE
Ecuador,Jordy Caicedo,Ecuador,Ecuador,Ecuador,TRUE
Ecuador,Kendry Páez,Ecuador,Ecuador,Ecuador,TRUE
Ecuador,Kevin Rodríguez,Ecuador,Ecuador,Ecuador,TRUE
Ecuador,Moisés Caicedo,Ecuador,Ecuador,Ecuador,TRUE
Ecuador,Moisés Ramírez,Ecuador,Ecuador,Ecuador,TRUE
Ecuador,Nilson Angulo,Ecuador,Ecuador,Ecuador,TRUE
Ecuador,Pedro Vite,Ecuador,Ecuador,Ecuador,TRUE
Ecuador,Pervis Estupiñán,Ecuador,,Ecuador,FALSE
Ecuador,Piero Hincapié,Ecuador,Ecuador,Ecuador,TRUE
Ecuador,Willian Pacho,Ecuador,Ecuador,Ecuador,TRUE
Ecuador,Yaimar Medina,Ecuador,Ecuador,Ecuador,TRUE
Egypt,Ahmed Fatouh,Egypt,Egypt,Egypt,TRUE
Egypt,El Mahdy Soliman,Egypt,Egypt,Egypt,TRUE
Egypt,Emam Ashour,Egypt,Egypt,Egypt,TRUE
Egypt,Haissem Hassan,France,Egypt; France,Egypt,TRUE
Egypt,Hamdy Fathy,Egypt,Egypt,Egypt,TRUE
Egypt,Hamza Abdelkarim,Egypt,Egypt,Egypt,TRUE
Egypt,Hossam Abdelmaguid,Egypt,Egypt,Egypt,TRUE
Egypt,Ibrahim Adel,Egypt,Egypt,Egypt,TRUE
Egypt,Karim Hafez,Egypt,Egypt,Egypt,TRUE
Egypt,Mahmoud Saber,Egypt,Egypt,Egypt,FALSE
Egypt,Marwan Attia,Egypt,,Egypt,FALSE
Egypt,Mohamed Abdelmonem,Egypt,Egypt,Egypt,TRUE
Egypt,Mohamed Alaa,Egypt,Egypt,Egypt,TRUE
Egypt,Mohamed El Shenawy,Egypt,Egypt,Egypt,TRUE
Egypt,Mohamed Hany,Egypt,Egypt,Egypt,TRUE
Egypt,Mohamed Salah,Egypt,Egypt,Egypt,TRUE
Egypt,Mohanad Lasheen,Egypt,,Egypt,FALSE
Egypt,Mostafa Shobeir,Egypt,Egypt,Egypt,TRUE
Egypt,Mostafa Ziko,Egypt,Egypt,Egypt,TRUE
Egypt,Nabil Emad,Egypt,,Egypt,FALSE
Egypt,Omar Marmoush,Egypt,Egypt,Egypt,TRUE
Egypt,Ramy Rabia,Egypt,Egypt,Egypt,TRUE
Egypt,Tarek Alaa,Egypt,Egypt,Egypt,FALSE
Egypt,Trézéguet,Egypt,Egypt,Egypt,TRUE
Egypt,Yasser Ibrahim,Egypt,Egypt,Egypt,TRUE
Egypt,Zizo,Egypt,Egypt,Egypt,TRUE
England,Anthony Gordon,England,United Kingdom,England,TRUE
England,Bukayo Saka,England,,England,FALSE
England,Dan Burn,England,United Kingdom,England,TRUE
England,Dean Henderson,England,United Kingdom,England,TRUE
England,Declan Rice,England,,England,FALSE
England,Djed Spence,England,United Kingdom,England,TRUE
England,Eberechi Eze,England,United Kingdom,England,TRUE
England,Elliot Anderson,England,United Kingdom,England,TRUE
England,Ezri Konsa,England,United Kingdom,England,TRUE
England,Harry Kane,England,United Kingdom,England,TRUE
England,Ivan Toney,England,United Kingdom,England,TRUE
England,James Trafford,England,United Kingdom,England,TRUE
England,Jarell Quansah,England,,England,FALSE
England,John Stones,England,United Kingdom,England,TRUE
England,Jordan Henderson,England,,England,FALSE
England,Jordan Pickford,England,United Kingdom,England,TRUE
England,Jude Bellingham,England,United Kingdom,England,TRUE
England,Kobbie Mainoo,England,United Kingdom,England,TRUE
England,Marc Guéhi,Ivory Coast,United Kingdom,England,TRUE
England,Marcus Rashford,England,United Kingdom,England,TRUE
England,Morgan Rogers,England,United Kingdom,England,TRUE
England,Nico O'Reilly,England,United Kingdom,England,TRUE
England,Noni Madueke,England,United Kingdom,England,TRUE
England,Ollie Watkins,England,,England,FALSE
England,Reece James,England,United Kingdom,England,TRUE
England,Trevoh Chalobah,England,,England,FALSE
France,Adrien Rabiot,France,,France,FALSE
France,Aurélien Tchouaméni,France,,France,FALSE
France,Bradley Barcola,France,,France,FALSE
France,Brice Samba,Republic of the Congo,France,France,TRUE
France,Dayot Upamecano,France,France,France,TRUE
France,Désiré Doué,France,,France,FALSE
France,Ibrahima Konaté,France,France,France,TRUE
France,Jean-Philippe Mateta,France,France,France,TRUE
France,Jules Koundé,France,France,France,TRUE
France,Kylian Mbappé,France,Cameroon; France,France,TRUE
France,Lucas Digne,France,,France,FALSE
France,Lucas Hernandez,France,France; Spain,France,TRUE
France,Maghnes Akliouche,France,,France,FALSE
France,Malo Gusto,France,France,France,TRUE
France,Manu Koné,France,France,France,TRUE
France,Marcus Thuram,Italy,France,France,TRUE
France,Maxence Lacroix,France,,France,FALSE
France,Michael Olise,England,,France,FALSE
France,Mike Maignan,France,,France,FALSE
France,N'Golo Kanté,France,France; Mali,France,TRUE
France,Ousmane Dembélé,France,France,France,TRUE
France,Rayan Cherki,,,France,FALSE
France,Robin Risser,France,France,France,TRUE
France,Théo Hernandez,,,France,FALSE
France,Warren Zaïre-Emery,France,France,France,TRUE
France,William Saliba,France,France,France,TRUE
Germany,Aleksandar Pavlović,Germany,Germany,Germany,TRUE
Germany,Alexander Nübel,Germany,Germany,Germany,TRUE
Germany,Angelo Stiller,Germany,Germany,Germany,TRUE
Germany,Antonio Rüdiger,Germany,Germany,Germany,TRUE
Germany,Assan Ouédraogo,Germany,Germany,Germany,TRUE
Germany,David Raum,Germany,,Germany,FALSE
Germany,Deniz Undav,Germany,Germany; Turkey,Germany,TRUE
Germany,Felix Nmecha,Germany,Germany,Germany,TRUE
Germany,Florian Wirtz,Germany,Germany,Germany,TRUE
Germany,Jamal Musiala,Germany,Germany; United Kingdom,Germany,TRUE
Germany,Jamie Leweling,Germany,,Germany,FALSE
Germany,Jonathan Tah,Germany,Germany,Germany,TRUE
Germany,Joshua Kimmich,Germany,Germany,Germany,TRUE
Germany,Kai Havertz,Germany,,Germany,FALSE
Germany,Leon Goretzka,Germany,Germany,Germany,TRUE
Germany,Leroy Sané,Germany,Germany; Senegal,Germany,TRUE
Germany,Malick Thiaw,Germany,Finland; Germany,Germany,TRUE
Germany,Manuel Neuer,Germany,Germany,Germany,TRUE
Germany,Maximilian Beier,Germany,Germany,Germany,TRUE
Germany,Nadiem Amiri,Germany,,Germany,FALSE
Germany,Nathaniel Brown,Germany,,Germany,FALSE
Germany,Nick Woltemade,Germany,,Germany,FALSE
Germany,Nico Schlotterbeck,Germany,Germany,Germany,TRUE
Germany,Oliver Baumann,Germany,Germany,Germany,TRUE
Germany,Pascal Groß,Germany,,Germany,FALSE
Germany,Waldemar Anton,Uzbekistan,,Germany,FALSE
Ghana,Abdul Fatawu,Ghana,Ghana,Ghana,TRUE
Ghana,Abdul Mumin,Ghana,,Ghana,FALSE
Ghana,Abdul Rahman Baba,Ghana,Ghana,Ghana,TRUE
Ghana,Alidu Seidu,Ghana,Ghana,Ghana,TRUE
Ghana,Antoine Semenyo,England,Ghana; United Kingdom,Ghana,TRUE
Ghana,Augustine Boakye,Ghana,Ghana,Ghana,TRUE
Ghana,Benjamin Asare,Ghana,Ghana,Ghana,FALSE
Ghana,Brandon Thomas-Asante,England,Ghana; United Kingdom,Ghana,TRUE
Ghana,Caleb Yirenkyi,Ghana,Ghana,Ghana,TRUE
Ghana,Christopher Bonsu Baah,Ghana,Ghana,Ghana,TRUE
Ghana,Derrick Luckassen,Netherlands,Ghana; Kingdom of the Netherlands,Ghana,TRUE
Ghana,Elisha Owusu,France,France; Ghana,Ghana,TRUE
Ghana,Ernest Nuamah,Ghana,Ghana,Ghana,TRUE
Ghana,Gideon Mensah,Ghana,Ghana,Ghana,TRUE
Ghana,Iñaki Williams,Spain,Ghana; Spain,Ghana,TRUE
Ghana,Jerome Opoku,England,Ghana; United Kingdom,Ghana,TRUE
Ghana,Jonas Adjetey,Ghana,,Ghana,FALSE
Ghana,Jordan Ayew,France,France; Ghana,Ghana,TRUE
Ghana,Joseph Anang,Ghana,,Ghana,FALSE
Ghana,Kamaldeen Sulemana,Ghana,Ghana,Ghana,TRUE
Ghana,Kojo Peprah Oppong,Ghana,Ghana,Ghana,TRUE
Ghana,Kwasi Sibo,Ghana,Ghana,Ghana,TRUE
Ghana,Lawrence Ati-Zigi,Ghana,Ghana,Ghana,TRUE
Ghana,Marvin Senaya,France,France,Ghana,TRUE
Ghana,Prince Kwabena Adu,Ghana,Ghana,Ghana,TRUE
Ghana,Thomas Partey,Ghana,Ghana,Ghana,TRUE
Haiti,Alexandre Pierre,France,France; Haiti,Haiti,TRUE
Haiti,Carl Sainté,Haiti,Haiti,Haiti,TRUE
Haiti,Carlens Arcus,Haiti,Haiti,Haiti,TRUE
Haiti,Danley Jean Jacques,Haiti,Haiti,Haiti,TRUE
Haiti,Derrick Etienne Jr.,United States,Haiti; United States,Haiti,TRUE
Haiti,Dominique Simon,France,France; Haiti,Haiti,TRUE
Haiti,Duckens Nazon,France,France; Haiti,Haiti,TRUE
Haiti,Duke Lacroix,United States,Haiti; United States,Haiti,TRUE
Haiti,Frantzdy Pierrot,Haiti,Haiti; United States,Haiti,TRUE
Haiti,Garven Metusala,Canada,Canada; Haiti,Haiti,TRUE
Haiti,Hannes Delcroix,Haiti,Belgium; Haiti,Haiti,TRUE
Haiti,Jean-Kévin Duverne,France,France; Haiti,Haiti,TRUE
Haiti,Jean-Ricner Bellegarde,France,France; Haiti,Haiti,TRUE
Haiti,Johny Placide,France,France; Haiti,Haiti,TRUE
Haiti,Josué Casimir,France,,Haiti,FALSE
Haiti,Josué Duverger,Canada,Canada; Haiti,Haiti,TRUE
Haiti,Keeto Thermoncy,Switzerland,Haiti; Switzerland,Haiti,TRUE
Haiti,Lenny Joseph,France,France; Haiti,Haiti,TRUE
Haiti,Louicius Deedson,Haiti,Haiti,Haiti,TRUE
Haiti,Martin Expérience,France,France; Haiti,Haiti,TRUE
Haiti,Ricardo Adé,Haiti,Haiti,Haiti,TRUE
Haiti,Ruben Providence,France,,Haiti,FALSE
Haiti,Wilguens Paugain,Haiti,France,Haiti,TRUE
Haiti,Wilson Isidor,France,France; Haiti,Haiti,TRUE
Haiti,Woodensky Pierre,Haiti,,Haiti,FALSE
Haiti,Yassin Fortuné,France,France; Haiti,Haiti,TRUE
Iran,Ali Alipour,Iran,Iran,Iran,TRUE
Iran,Ali Nemati,Iran,Iran,Iran,TRUE
Iran,Alireza Beiranvand,Iran,,Iran,FALSE
Iran,Alireza Jahanbakhsh,Iran,Iran,Iran,TRUE
Iran,Amirhossein Hosseinzadeh,Iran,Belgium,Iran,TRUE
Iran,Amirmohammad Razzaghinia,Iran,,Iran,FALSE
Iran,Arya Yousefi,Iran,Iran,Iran,TRUE
Iran,Danial Eiri,Iran,,Iran,FALSE
Iran,Dennis Eckert,Germany,Germany; Iran; Spain,Iran,TRUE
Iran,Ehsan Hajsafi,Iran,Iran,Iran,TRUE
Iran,Hossein Hosseini,Iran,Iran,Iran,TRUE
Iran,Hossein Kanaanizadegan,Iran,,Iran,FALSE
Iran,Mahdi Torabi,Iran,Iran,Iran,TRUE
Iran,Mehdi Ghayedi,Iran,Iran,Iran,TRUE
Iran,Mehdi Taremi,Iran,Iran,Iran,TRUE
Iran,Milad Mohammadi,Iran,Iran,Iran,TRUE
Iran,Mohammad Ghorbani,Iran,,Iran,FALSE
Iran,Mohammad Mohebi,Iran,Iran,Iran,TRUE
Iran,Payam Niazmand,Iran,Iran,Iran,TRUE
Iran,Ramin Rezaeian,Iran,Iran,Iran,TRUE
Iran,Rouzbeh Cheshmi,Iran,Iran,Iran,TRUE
Iran,Saeid Ezatolahi,Iran,,Iran,FALSE
Iran,Saleh Hardani,Iran,,Iran,FALSE
Iran,Saman Ghoddos,Sweden,,Iran,FALSE
Iran,Shahriyar Moghanlou,Iran,,Iran,FALSE
Iran,Shojae Khalilzadeh,Iran,Iran,Iran,TRUE
Iraq,Ahmed Basil,Iraq,Iraq,Iraq,TRUE
Iraq,Ahmed Maknzi,Iraq,Iraq,Iraq,TRUE
Iraq,Ahmed Qasem,Sweden,,Iraq,FALSE
Iraq,Aimar Sher,Iraq,Sweden,Iraq,TRUE
Iraq,Akam Hashim,Iraq,Iraq,Iraq,TRUE
Iraq,Ali Al-Hamadi,Iraq,,Iraq,FALSE
Iraq,Ali Jasim,Iraq,Iraq,Iraq,TRUE
Iraq,Ali Yousif,Iraq,Iraq,Iraq,TRUE
Iraq,Amir Al-Ammari,Sweden,Iraq; Sweden,Iraq,TRUE
Iraq,Aymen Hussein,Iraq,Iraq,Iraq,TRUE
Iraq,Fahad Talib,Iraq,,Iraq,FALSE
Iraq,Frans Putros,Denmark,Iraq; Kingdom of Denmark,Iraq,TRUE
Iraq,Hussein Ali,Sweden,,Iraq,FALSE
Iraq,Ibrahim Bayesh,Iraq,,Iraq,FALSE
Iraq,Jalal Hassan,Iraq,,Iraq,FALSE
Iraq,Kevin Yakob,Sweden,Iraq; Sweden,Iraq,TRUE
Iraq,Marko Farji,Norway,,Iraq,FALSE
Iraq,Merchas Doski,Germany,Iraq,Iraq,TRUE
Iraq,Mohanad Ali,Iraq,Iraq,Iraq,TRUE
Iraq,Munaf Younis,Iraq,Iraq,Iraq,TRUE
Iraq,Mustafa Saadoon,Iraq,Iraq,Iraq,TRUE
Iraq,Rebin Sulaka,Iraq,Iraq; Sweden,Iraq,TRUE
Iraq,Youssef Amyn,Germany,Germany; Iraq,Iraq,TRUE
Iraq,Zaid Ismail,Iraq,,Iraq,FALSE
Iraq,Zaid Tahseen,Iraq,,Iraq,FALSE
Iraq,Zidane Iqbal,England,Iraq; United Kingdom,Iraq,TRUE
Ivory Coast,Alban Lafont,Burkina Faso,Burkina Faso; France; Ivory Coast,Ivory Coast,TRUE
Ivory Coast,Amad Diallo,Ivory Coast,Ivory Coast,Ivory Coast,TRUE
Ivory Coast,Ange-Yoan Bonny,France,France; Ivory Coast,Ivory Coast,TRUE
Ivory Coast,Bazoumana Touré,Ivory Coast,,Ivory Coast,FALSE
Ivory Coast,Christ Inao Oulaï,Ivory Coast,Ivory Coast,Ivory Coast,TRUE
Ivory Coast,Christopher Opéri,Ivory Coast,France; Ivory Coast,Ivory Coast,TRUE
Ivory Coast,Elye Wahi,France,France; Ivory Coast,Ivory Coast,TRUE
Ivory Coast,Emmanuel Agbadou,Ivory Coast,Ivory Coast,Ivory Coast,TRUE
Ivory Coast,Evan Ndicka,France,,Ivory Coast,FALSE
Ivory Coast,Evann Guessand,France,,Ivory Coast,FALSE
Ivory Coast,Franck Kessié,Ivory Coast,Ivory Coast,Ivory Coast,TRUE
Ivory Coast,Ghislain Konan,Ivory Coast,Ivory Coast,Ivory Coast,TRUE
Ivory Coast,Guéla Doué,France,France; Ivory Coast,Ivory Coast,TRUE
Ivory Coast,Ibrahim Sangaré,Ivory Coast,Ivory Coast,Ivory Coast,TRUE
Ivory Coast,Jean Michaël Seri,Ivory Coast,Ivory Coast,Ivory Coast,TRUE
Ivory Coast,Mohamed Koné,Ivory Coast,France; Ivory Coast,Ivory Coast,TRUE
Ivory Coast,Nicolas Pépé,France,France,Ivory Coast,TRUE
Ivory Coast,Odilon Kossounou,Ivory Coast,,Ivory Coast,FALSE
Ivory Coast,Oumar Diakité,Ivory Coast,Ivory Coast,Ivory Coast,TRUE
Ivory Coast,Ousmane Diomande,Ivory Coast,,Ivory Coast,FALSE
Ivory Coast,Parfait Guiagon,Ivory Coast,Ivory Coast,Ivory Coast,TRUE
Ivory Coast,Seko Fofana,France,France; Ivory Coast,Ivory Coast,TRUE
Ivory Coast,Simon Adingra,Ivory Coast,Ivory Coast,Ivory Coast,TRUE
Ivory Coast,Wilfried Singo,Ivory Coast,,Ivory Coast,FALSE
Ivory Coast,Yahia Fofana,France,France; Ivory Coast,Ivory Coast,TRUE
Ivory Coast,Yan Diomande,Ivory Coast,,Ivory Coast,FALSE
Japan,Ao Tanaka,Japan,,Japan,FALSE
Japan,Ayase Ueda,Japan,Japan,Japan,TRUE
Japan,Ayumu Seko,Japan,Japan,Japan,TRUE
Japan,Daichi Kamada,Japan,,Japan,FALSE
Japan,Daizen Maeda,Japan,Japan,Japan,TRUE
Japan,Hiroki Itō,Japan,Japan,Japan,TRUE
Japan,Junnosuke Suzuki,Japan,Japan,Japan,TRUE
Japan,Junya Itō,Japan,Japan,Japan,TRUE
Japan,Kaishū Sano,Japan,Japan,Japan,TRUE
Japan,Keisuke Gotō,Japan,Japan,Japan,TRUE
Japan,Keisuke Ōsako,Japan,,Japan,FALSE
Japan,Keito Nakamura,Japan,Japan,Japan,TRUE
Japan,Kento Shiogai,Japan,,Japan,FALSE
Japan,Kō Itakura,Japan,Japan,Japan,TRUE
Japan,Kōki Ogawa,Japan,Japan,Japan,TRUE
Japan,Ritsu Dōan,Japan,,Japan,FALSE
Japan,Shōgo Taniguchi,Japan,Japan,Japan,TRUE
Japan,Shūto Machino,Japan,,Japan,FALSE
Japan,Takefusa Kubo,Japan,Japan,Japan,TRUE
Japan,Takehiro Tomiyasu,Japan,Japan,Japan,TRUE
Japan,Tomoki Hayakawa,Japan,Japan,Japan,TRUE
Japan,Tsuyoshi Watanabe,Japan,Japan,Japan,TRUE
Japan,Yuito Suzuki,Japan,Japan,Japan,TRUE
Japan,Yukinari Sugawara,Japan,Japan,Japan,TRUE
Japan,Yūto Nagatomo,Japan,,Japan,FALSE
Japan,Zion Suzuki,United States,,Japan,FALSE
Jordan,Abdallah Al-Fakhouri,Jordan,Jordan,Jordan,TRUE
Jordan,Abdallah Nasib,Jordan,Jordan,Jordan,TRUE
Jordan,Ali Azaizeh,Germany,Jordan,Jordan,TRUE
Jordan,Ali Olwan,Jordan,Jordan,Jordan,TRUE
Jordan,Amer Jamous,Jordan,Jordan,Jordan,TRUE
Jordan,Anas Badawi,Jordan,Jordan,Jordan,FALSE
Jordan,Husam Abu Dahab,Jordan,Jordan,Jordan,TRUE
Jordan,Ibrahim Sadeh,Jordan,,Jordan,FALSE
Jordan,Ihsan Haddad,Jordan,,Jordan,FALSE
Jordan,Mahmoud Al-Mardi,Jordan,,Jordan,FALSE
Jordan,Mo Abualnadi,United States,Jordan; Palestine; United States,Jordan,TRUE
Jordan,Mohammad Abu Hashish,Iraq,,Jordan,FALSE
Jordan,Mohammad Abu Zrayq,Jordan,Jordan,Jordan,TRUE
Jordan,Mohammad Al-Dawoud,Jordan,Jordan,Jordan,TRUE
Jordan,Mohammad Taha,Jordan,,Jordan,FALSE
Jordan,Mohannad Abu Taha,Jordan,Jordan,Jordan,TRUE
Jordan,Musa Al-Taamari,Jordan,France,Jordan,TRUE
Jordan,Nizar Al-Rashdan,Jordan,Jordan,Jordan,TRUE
Jordan,Noor Al-Rawabdeh,Jordan,Jordan,Jordan,TRUE
Jordan,Nour Bani Attiah,Jordan,Jordan,Jordan,TRUE
Jordan,Odeh Al-Fakhouri,Jordan,Jordan,Jordan,TRUE
Jordan,Rajaei Ayed,Jordan,Jordan,Jordan,TRUE
Jordan,Saed Al-Rosan,Jordan,,Jordan,FALSE
Jordan,Salim Obaid,Jordan,Jordan,Jordan,TRUE
Jordan,Yazan Al-Arab,Jordan,Jordan,Jordan,TRUE
Jordan,Yazeed Abulaila,Jordan,Jordan,Jordan,TRUE
Mexico,Alexis Vega,Mexico,Mexico,Mexico,TRUE
Mexico,Álvaro Fidalgo,Spain,,Mexico,FALSE
Mexico,Armando González,Mexico,,Mexico,FALSE
Mexico,Brian Gutiérrez,United States,Mexico; United States,Mexico,TRUE
Mexico,Carlos Acevedo,Mexico,Mexico,Mexico,TRUE
Mexico,César Huerta,Mexico,Mexico,Mexico,TRUE
Mexico,César Montes,Mexico,Mexico,Mexico,TRUE
Mexico,Edson Álvarez,Mexico,Mexico,Mexico,TRUE
Mexico,Érik Lira,Mexico,Mexico,Mexico,TRUE
Mexico,Gilberto Mora,Mexico,Mexico,Mexico,TRUE
Mexico,Guillermo Martínez,Mexico,Mexico,Mexico,TRUE
Mexico,Guillermo Ochoa,Mexico,Mexico,Mexico,TRUE
Mexico,Israel Reyes,Mexico,Mexico,Mexico,TRUE
Mexico,Jesús Gallardo,Mexico,,Mexico,FALSE
Mexico,Johan Vásquez,Mexico,Mexico,Mexico,TRUE
Mexico,Jorge Sánchez,Mexico,,Mexico,FALSE
Mexico,Julián Quiñones,Colombia,Colombia; Mexico,Mexico,TRUE
Mexico,Luis Chávez,Mexico,Mexico,Mexico,TRUE
Mexico,Luis Romo,Mexico,Mexico,Mexico,TRUE
Mexico,Mateo Chávez,Mexico,,Mexico,FALSE
Mexico,Obed Vargas,United States,Mexico; United States,Mexico,TRUE
Mexico,Orbelín Pineda,Mexico,Mexico,Mexico,TRUE
Mexico,Raúl Jiménez,Mexico,Mexico,Mexico,TRUE
Mexico,Raúl Rangel,Mexico,,Mexico,FALSE
Mexico,Roberto Alvarado,Mexico,Mexico,Mexico,TRUE
Mexico,Santiago Giménez,Argentina,,Mexico,FALSE
Morocco,Achraf Hakimi,Spain,Morocco; Spain,Morocco,TRUE
Morocco,Ahmed Reda Tagnaouti,Morocco,Morocco,Morocco,TRUE
Morocco,Amine Sbaï,Morocco,,Morocco,FALSE
Morocco,Anass Salah-Eddine,Netherlands,,Morocco,FALSE
Morocco,Ayoub El Kaabi,Morocco,,Morocco,FALSE
Morocco,Ayoube Amaimouni,Spain,Morocco; Spain,Morocco,TRUE
Morocco,Ayyoub Bouaddi,France,France; Morocco,Morocco,TRUE
Morocco,Azzedine Ounahi,Morocco,France; Morocco,Morocco,TRUE
Morocco,Bilal El Khannouss,Belgium,,Morocco,FALSE
Morocco,Brahim Díaz,Spain,Morocco; Spain,Morocco,TRUE
Morocco,Chadi Riad,Spain,Morocco,Morocco,TRUE
Morocco,Chemsdine Talbi,Belgium,Belgium,Morocco,TRUE
Morocco,Gessime Yassine,France,France,Morocco,TRUE
Morocco,Ismael Saibari,Spain,Morocco; Spain,Morocco,TRUE
Morocco,Issa Diop,France,France; Morocco,Morocco,TRUE
Morocco,Marwane Saâdane,Morocco,Morocco,Morocco,TRUE
Morocco,Munir Mohamedi,Spain,Morocco; Spain,Morocco,TRUE
Morocco,Neil El Aynaoui,France,France; Morocco,Morocco,TRUE
Morocco,Noussair Mazraoui,Netherlands,,Morocco,FALSE
Morocco,Redouane Halhal,France,,Morocco,FALSE
Morocco,Samir El Mourabet,France,France; Morocco,Morocco,TRUE
Morocco,Sofyan Amrabat,Netherlands,Kingdom of the Netherlands; Morocco,Morocco,TRUE
Morocco,Soufiane Rahimi,Morocco,Morocco,Morocco,TRUE
Morocco,Yassine Bounou,Canada,,Morocco,FALSE
Morocco,Youssef Belammari,Morocco,,Morocco,FALSE
Morocco,Zakaria El Ouahdi,Belgium,Belgium; Morocco,Morocco,TRUE
Netherlands,Bart Verbruggen,Netherlands,,Netherlands,FALSE
Netherlands,Brian Brobbey,Netherlands,,Netherlands,FALSE
Netherlands,Cody Gakpo,Netherlands,Kingdom of the Netherlands,Netherlands,TRUE
Netherlands,Crysencio Summerville,Netherlands,Kingdom of the Netherlands,Netherlands,TRUE
Netherlands,Denzel Dumfries,Netherlands,Kingdom of the Netherlands,Netherlands,TRUE
Netherlands,Donyell Malen,Netherlands,Kingdom of the Netherlands,Netherlands,TRUE
Netherlands,Frenkie de Jong,Netherlands,Kingdom of the Netherlands,Netherlands,TRUE
Netherlands,Guus Til,Zambia,Kingdom of the Netherlands,Netherlands,TRUE
Netherlands,Jan Paul van Hecke,Netherlands,Kingdom of the Netherlands,Netherlands,TRUE
Netherlands,Jorrel Hato,Netherlands,Kingdom of the Netherlands,Netherlands,TRUE
Netherlands,Justin Kluivert,Netherlands,Kingdom of the Netherlands,Netherlands,TRUE
Netherlands,Lutsharel Geertruida,Netherlands,,Netherlands,FALSE
Netherlands,Mark Flekken,Netherlands,Kingdom of the Netherlands,Netherlands,TRUE
Netherlands,Marten de Roon,Netherlands,Kingdom of the Netherlands,Netherlands,TRUE
Netherlands,Mats Wieffer,Netherlands,Kingdom of the Netherlands,Netherlands,TRUE
Netherlands,Memphis Depay,Netherlands,,Netherlands,FALSE
Netherlands,Micky van de Ven,Netherlands,,Netherlands,FALSE
Netherlands,Nathan Aké,Netherlands,Kingdom of the Netherlands,Netherlands,TRUE
Netherlands,Noa Lang,Netherlands,Kingdom of the Netherlands,Netherlands,TRUE
Netherlands,Quinten Timber,Netherlands,Kingdom of the Netherlands,Netherlands,TRUE
Netherlands,Robin Roefs,Netherlands,,Netherlands,FALSE
Netherlands,Ryan Gravenberch,Netherlands,,Netherlands,FALSE
Netherlands,Teun Koopmeiners,Netherlands,Kingdom of the Netherlands,Netherlands,TRUE
Netherlands,Tijjani Reijnders,Netherlands,Kingdom of the Netherlands,Netherlands,TRUE
Netherlands,Virgil van Dijk,Netherlands,Kingdom of the Netherlands,Netherlands,TRUE
Netherlands,Wout Weghorst,Netherlands,Kingdom of the Netherlands,Netherlands,TRUE
New Zealand,Alex Paulsen,New Zealand,New Zealand,New Zealand,TRUE
New Zealand,Alex Rufer,New Zealand,New Zealand,New Zealand,TRUE
New Zealand,Ben Old,New Zealand,New Zealand,New Zealand,TRUE
New Zealand,Ben Waine,New Zealand,,New Zealand,FALSE
New Zealand,Callan Elliot,United Kingdom,New Zealand,New Zealand,TRUE
New Zealand,Callum McCowatt,New Zealand,New Zealand,New Zealand,TRUE
New Zealand,Chris Wood,New Zealand,New Zealand,New Zealand,TRUE
New Zealand,Elijah Just,New Zealand,,New Zealand,FALSE
New Zealand,Finn Surman,Wales,,New Zealand,FALSE
New Zealand,Francis de Vries,New Zealand,New Zealand,New Zealand,TRUE
New Zealand,Jesse Randall,New Zealand,,New Zealand,FALSE
New Zealand,Joe Bell,England,New Zealand,New Zealand,TRUE
New Zealand,Kosta Barbarouses,New Zealand,Greece; New Zealand,New Zealand,TRUE
New Zealand,Lachlan Bayliss,Australia,Australia; New Zealand,New Zealand,TRUE
New Zealand,Liberato Cacace,New Zealand,,New Zealand,FALSE
New Zealand,Logan Rogerson,New Zealand,New Zealand,New Zealand,TRUE
New Zealand,Marko Stamenić,New Zealand,New Zealand,New Zealand,TRUE
New Zealand,Max Crocombe,New Zealand,New Zealand,New Zealand,TRUE
New Zealand,Michael Boxall,New Zealand,New Zealand,New Zealand,TRUE
New Zealand,Michael Woud,New Zealand,New Zealand,New Zealand,TRUE
New Zealand,Nando Pijnaker,Netherlands,New Zealand,New Zealand,TRUE
New Zealand,Ryan Thomas,New Zealand,New Zealand,New Zealand,TRUE
New Zealand,Sarpreet Singh,New Zealand,,New Zealand,FALSE
New Zealand,Tim Payne,New Zealand,New Zealand,New Zealand,TRUE
New Zealand,Tommy Smith,England,New Zealand; United Kingdom,New Zealand,TRUE
New Zealand,Tyler Bindon,New Zealand,New Zealand,New Zealand,TRUE
Norway,Alexander Sørloth,Norway,Norway,Norway,TRUE
Norway,Andreas Schjelderup,Norway,Norway,Norway,TRUE
Norway,Antonio Nusa,Norway,,Norway,FALSE
Norway,David Møller Wolfe,Norway,,Norway,FALSE
Norway,Egil Selvik,Norway,,Norway,FALSE
Norway,Erling Haaland,England,Norway,Norway,TRUE
Norway,Fredrik André Bjørkan,Norway,Norway,Norway,TRUE
Norway,Fredrik Aursnes,Norway,Norway,Norway,TRUE
Norway,Henrik Falchener,Norway,Norway,Norway,TRUE
Norway,Jens Petter Hauge,Norway,,Norway,FALSE
Norway,Jørgen Strand Larsen,Norway,Norway,Norway,TRUE
